GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),TIMEPERIOD (CODE),TIMEPERIOD (DISPLAY),TIMEPERIOD (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2007,2007,,AFR,Africa,,NGA,2007,2007,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,20.4 [15.7-25.6],20.40000,15.70000,25.60000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1988,1988,,AFR,Africa,,NGA,1988,1988,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,24.2 [17.4-31.8],24.20000,17.40000,31.80000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1990,1990,,AFR,Africa,,NGA,1990,1990,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,24.3 [17.7-31.7],24.30000,17.70000,31.70000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1996,1996,,AFR,Africa,,NGA,1996,1996,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,23.4 [17.4-30.4],23.40000,17.40000,30.40000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1997,1997,,AFR,Africa,,NGA,1997,1997,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,23.2 [17.4-30.0],23.20000,17.40000,30.00000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1975,1975,,AFR,Africa,,NGA,1975,1975,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,20.8 [10.9-33.5],20.80000,10.90000,33.50000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1978,1978,,AFR,Africa,,NGA,1978,1978,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,21.5 [12.8-32.3],21.50000,12.80000,32.30000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1983,1983,,AFR,Africa,,NGA,1983,1983,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,23.1 [15.8-31.8],23.10000,15.80000,31.80000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1991,1991,,AFR,Africa,,NGA,1991,1991,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,24.2 [17.7-31.6],24.20000,17.70000,31.60000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1979,1979,,AFR,Africa,,NGA,1979,1979,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,21.8 [13.4-32.0],21.80000,13.40000,32.00000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1980,1980,,AFR,Africa,,NGA,1980,1980,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,22.1 [14.1-31.9],22.10000,14.10000,31.90000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1995,1995,,AFR,Africa,,NGA,1995,1995,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,23.6 [17.5-30.8],23.60000,17.50000,30.80000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1998,1998,,AFR,Africa,,NGA,1998,1998,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,23.0 [17.3-29.6],23.00000,17.30000,29.60000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1976,1976,,AFR,Africa,,NGA,1976,1976,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,21.0 [11.6-32.8],21.00000,11.60000,32.80000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1977,1977,,AFR,Africa,,NGA,1977,1977,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,21.3 [12.2-32.5],21.30000,12.20000,32.50000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1984,1984,,AFR,Africa,,NGA,1984,1984,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,23.4 [16.3-31.8],23.40000,16.30000,31.80000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1981,1981,,AFR,Africa,,NGA,1981,1981,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,20.6 [13.8-28.9],20.60000,13.80000,28.90000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1987,1987,,AFR,Africa,,NGA,1987,1987,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,22.1 [16.1-29.3],22.10000,16.10000,29.30000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1986,1986,,AFR,Africa,,NGA,1986,1986,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,21.9 [15.9-29.1],21.90000,15.90000,29.10000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1989,1989,,AFR,Africa,,NGA,1989,1989,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,22.5 [16.6-29.4],22.50000,16.60000,29.40000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1995,1995,,AFR,Africa,,NGA,1995,1995,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,22.6 [17.1-29.0],22.60000,17.10000,29.00000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1996,1996,,AFR,Africa,,NGA,1996,1996,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,22.5 [17.0-28.9],22.50000,17.00000,28.90000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1982,1982,,AFR,Africa,,NGA,1982,1982,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,20.9 [14.3-29.0],20.90000,14.30000,29.00000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1985,1985,,AFR,Africa,,NGA,1985,1985,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,21.7 [15.5-29.1],21.70000,15.50000,29.10000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1990,1990,,AFR,Africa,,NGA,1990,1990,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,22.6 [16.7-29.4],22.60000,16.70000,29.40000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1991,1991,,AFR,Africa,,NGA,1991,1991,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,22.7 [16.9-29.3],22.70000,16.90000,29.30000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2000,2000,,AFR,Africa,,NGA,2000,2000,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,21.9 [16.8-27.8],21.90000,16.80000,27.80000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2001,2001,,AFR,Africa,,NGA,2001,2001,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,21.7 [16.7-27.5],21.70000,16.70000,27.50000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2007,2007,,AFR,Africa,,NGA,2007,2007,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,20.5 [16.0-25.8],20.50000,16.00000,25.80000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2008,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,20.3 [15.8-25.6],20.30000,15.80000,25.60000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1977,1977,,AFR,Africa,,NGA,1977,1977,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,19.7 [11.6-30.1],19.70000,11.60000,30.10000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1980,1980,,AFR,Africa,,NGA,1980,1980,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,20.4 [13.3-29.2],20.40000,13.30000,29.20000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2006,2006,,AFR,Africa,,NGA,2006,2006,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,20.7 [16.2-26.0],20.70000,16.20000,26.00000,,,
BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2011,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,19.6 [14.8-25.2],19.60000,14.80000,25.20000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2014,2014,,AFR,Africa,,NGA,2014,2014,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,125.4 [120.7-129.9],125.40000,120.70000,129.90000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1978,1978,,AFR,Africa,,NGA,1978,1978,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,126.7 [119.9-133.8],126.70000,119.90000,133.80000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2006,2006,,AFR,Africa,,NGA,2006,2006,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,127.5 [124.4-130.7],127.50000,124.40000,130.70000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2007,2007,,AFR,Africa,,NGA,2007,2007,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,127.3 [124.2-130.4],127.30000,124.20000,130.40000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1977,1977,,AFR,Africa,,NGA,1977,1977,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,122.5 [114.2-131.1],122.50000,114.20000,131.10000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1984,1984,,AFR,Africa,,NGA,1984,1984,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,124.8 [119.5-130.2],124.80000,119.50000,130.20000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1985,1985,,AFR,Africa,,NGA,1985,1985,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,125.1 [120.0-130.2],125.10000,120.00000,130.20000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1981,1981,,AFR,Africa,,NGA,1981,1981,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,123.8 [117.6-130.5],123.80000,117.60000,130.50000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1994,1994,,AFR,Africa,,NGA,1994,1994,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,127.0 [123.0-131.1],127.00000,123.00000,131.10000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2000,2000,,AFR,Africa,,NGA,2000,2000,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,126.7 [123.0-130.5],126.70000,123.00000,130.50000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2009,2009,,AFR,Africa,,NGA,2009,2009,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,124.4 [121.4-127.5],124.40000,121.40000,127.50000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1995,1995,,AFR,Africa,,NGA,1995,1995,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,127.0 [123.0-131.1],127.00000,123.00000,131.10000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2004,2004,,AFR,Africa,,NGA,2004,2004,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,126.0 [122.7-129.2],126.00000,122.70000,129.20000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2011,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,123.6 [120.2-127.0],123.60000,120.20000,127.00000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2013,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,122.8 [118.5-126.9],122.80000,118.50000,126.90000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1999,1999,,AFR,Africa,,NGA,1999,1999,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,126.8 [123.1-130.7],126.80000,123.10000,130.70000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2001,2001,,AFR,Africa,,NGA,2001,2001,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,126.6 [123.0-130.2],126.60000,123.00000,130.20000,,,
BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2008,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,124.8 [121.9-127.7],124.80000,121.90000,127.70000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1975,1975,,AFR,Africa,,NGA,1975,1975,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,0.9 [0.4-1.7],0.90000,0.40000,1.70000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1988,1988,,AFR,Africa,,NGA,1988,1988,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,2.0 [1.3-2.8],2.00000,1.30000,2.80000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1989,1989,,AFR,Africa,,NGA,1989,1989,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,2.1 [1.4-3.0],2.10000,1.40000,3.00000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1990,1990,,AFR,Africa,,NGA,1990,1990,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,2.2 [1.5-3.1],2.20000,1.50000,3.10000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1991,1991,,AFR,Africa,,NGA,1991,1991,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,2.4 [1.6-3.3],2.40000,1.60000,3.30000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2005,2005,,AFR,Africa,,NGA,2005,2005,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,5.2 [4.0-6.5],5.20000,4.00000,6.50000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2006,2006,,AFR,Africa,,NGA,2006,2006,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,5.4 [4.3-6.8],5.40000,4.30000,6.80000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2007,2007,,AFR,Africa,,NGA,2007,2007,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,5.7 [4.5-7.1],5.70000,4.50000,7.10000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2008,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,,,,6.0 [4.8-7.5],6.00000,4.80000,7.50000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1975,1975,,AFR,Africa,,NGA,1975,1975,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,1.5 [0.6-3.0],1.50000,0.60000,3.00000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1988,1988,,AFR,Africa,,NGA,1988,1988,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,3.2 [1.9-4.8],3.20000,1.90000,4.80000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1989,1989,,AFR,Africa,,NGA,1989,1989,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,3.4 [2.1-5.0],3.40000,2.10000,5.00000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1990,1990,,AFR,Africa,,NGA,1990,1990,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,3.6 [2.3-5.3],3.60000,2.30000,5.30000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1991,1991,,AFR,Africa,,NGA,1991,1991,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,3.8 [2.4-5.5],3.80000,2.40000,5.50000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2005,2005,,AFR,Africa,,NGA,2005,2005,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,7.9 [5.9-10.4],7.90000,5.90000,10.40000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2006,2006,,AFR,Africa,,NGA,2006,2006,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,8.3 [6.3-10.9],8.30000,6.30000,10.90000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2007,2007,,AFR,Africa,,NGA,2007,2007,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,8.8 [6.6-11.3],8.80000,6.60000,11.30000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2008,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,,,,9.2 [6.9-11.9],9.20000,6.90000,11.90000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1975,1975,,AFR,Africa,,NGA,1975,1975,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,0.3 [0.1-0.8],0.30000,0.10000,0.80000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1988,1988,,AFR,Africa,,NGA,1988,1988,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,0.7 [0.4-1.4],0.70000,0.40000,1.40000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1989,1989,,AFR,Africa,,NGA,1989,1989,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,,,,0.8 [0.4-1.4],0.80000,0.40000,1.40000,,,
